image,labels
frames/leaf_0_0.jpg, 0
frames/leaf_0_1.jpg, 0
frames/leaf_0_2.jpg, 0
frames/leaf_0_3.jpg, 0
frames/leaf_0_4.jpg, 0
frames/leaf_0_5.jpg, 0
frames/leaf_0_6.jpg, 0
frames/leaf_0_7.jpg, 0
frames/leaf_0_8.jpg, 0
frames/leaf_0_9.jpg, 0
frames/leaf_0_10.jpg, 0
frames/leaf_0_11.jpg, 0
frames/leaf_0_12.jpg, 0
frames/leaf_0_13.jpg, 0
frames/leaf_0_14.jpg, 0
frames/leaf_0_15.jpg, 0
frames/leaf_0_16.jpg, 0
frames/leaf_0_17.jpg, 0
frames/leaf_0_18.jpg, 0
frames/leaf_0_19.jpg, 0
frames/leaf_0_20.jpg, 0
frames/leaf_0_21.jpg, 0
frames/leaf_0_22.jpg, 0
frames/leaf_0_23.jpg, 0
frames/leaf_0_24.jpg, 0
frames/leaf_0_25.jpg, 0
frames/leaf_0_26.jpg, 0
frames/leaf_0_27.jpg, 0
frames/leaf_0_28.jpg, 0
frames/leaf_0_29.jpg, 0
frames/leaf_0_30.jpg, 0
frames/leaf_0_31.jpg, 0
frames/leaf_0_32.jpg, 0
frames/leaf_0_33.jpg, 0
frames/leaf_0_34.jpg, 0
frames/leaf_0_35.jpg, 0
frames/leaf_0_36.jpg, 0
frames/leaf_0_37.jpg, 0
frames/leaf_0_38.jpg, 0
frames/leaf_0_39.jpg, 0
frames/leaf_0_40.jpg, 0
frames/leaf_0_41.jpg, 0
frames/leaf_0_42.jpg, 0
frames/leaf_0_43.jpg, 0
frames/leaf_0_44.jpg, 0
frames/leaf_0_45.jpg, 0
frames/leaf_0_46.jpg, 0
frames/leaf_0_47.jpg, 0
frames/leaf_0_48.jpg, 0
frames/leaf_0_49.jpg, 0
frames/leaf_0_50.jpg, 0
frames/leaf_0_51.jpg, 0
frames/leaf_0_52.jpg, 0
frames/leaf_0_53.jpg, 0
frames/leaf_0_54.jpg, 0
frames/leaf_0_55.jpg, 0
frames/leaf_0_56.jpg, 0
frames/leaf_0_57.jpg, 0
frames/leaf_0_58.jpg, 0
frames/leaf_0_59.jpg, 0
frames/leaf_0_60.jpg, 0
frames/leaf_0_61.jpg, 0
frames/leaf_0_62.jpg, 0
frames/leaf_0_63.jpg, 0
frames/leaf_0_64.jpg, 0
frames/leaf_0_65.jpg, 0
frames/leaf_0_66.jpg, 0
frames/leaf_0_67.jpg, 0
frames/leaf_0_68.jpg, 0
frames/leaf_0_69.jpg, 0
frames/leaf_0_70.jpg, 0
frames/leaf_0_71.jpg, 0
frames/leaf_0_72.jpg, 0
frames/leaf_0_73.jpg, 0
frames/leaf_0_74.jpg, 0
frames/leaf_0_75.jpg, 0
frames/leaf_0_76.jpg, 0
frames/leaf_0_77.jpg, 0
frames/leaf_0_78.jpg, 0
frames/leaf_0_79.jpg, 0
frames/leaf_0_80.jpg, 0
frames/leaf_0_81.jpg, 0
frames/leaf_0_82.jpg, 0
frames/leaf_0_83.jpg, 0
frames/leaf_0_84.jpg, 0
frames/leaf_0_85.jpg, 0
frames/leaf_0_86.jpg, 0
frames/leaf_0_87.jpg, 0
frames/leaf_0_88.jpg, 0
frames/leaf_0_89.jpg, 0
frames/leaf_0_90.jpg, 0
frames/leaf_0_91.jpg, 0
frames/leaf_0_92.jpg, 0
frames/leaf_0_93.jpg, 0
frames/leaf_0_94.jpg, 0
frames/leaf_0_95.jpg, 0
frames/leaf_0_96.jpg, 0
frames/leaf_0_97.jpg, 0
frames/leaf_0_98.jpg, 0
frames/leaf_0_99.jpg, 0
frames/leaf_0_100.jpg, 0
frames/leaf_0_101.jpg, 0
frames/leaf_0_102.jpg, 0
frames/leaf_0_103.jpg, 0
frames/leaf_0_104.jpg, 0
frames/leaf_0_105.jpg, 0
frames/leaf_0_106.jpg, 0
frames/leaf_0_107.jpg, 0
frames/leaf_0_108.jpg, 0
frames/leaf_0_109.jpg, 0
frames/leaf_0_110.jpg, 0
frames/leaf_0_111.jpg, 0
frames/leaf_0_112.jpg, 0
frames/leaf_0_113.jpg, 0
frames/leaf_0_114.jpg, 0
frames/leaf_0_115.jpg, 0
frames/leaf_0_116.jpg, 0
frames/leaf_0_117.jpg, 0
frames/leaf_0_118.jpg, 0
frames/leaf_0_119.jpg, 0
frames/leaf_0_120.jpg, 0
frames/leaf_0_121.jpg, 0
frames/leaf_0_122.jpg, 0
frames/leaf_0_123.jpg, 0
frames/leaf_0_124.jpg, 0
frames/leaf_0_125.jpg, 0
frames/leaf_0_126.jpg, 0
frames/leaf_0_127.jpg, 0
frames/leaf_0_128.jpg, 0
frames/leaf_0_129.jpg, 0
frames/leaf_0_130.jpg, 0
frames/leaf_0_131.jpg, 0
frames/leaf_0_132.jpg, 0
frames/leaf_0_133.jpg, 0
frames/leaf_0_134.jpg, 0
frames/leaf_0_135.jpg, 0
frames/leaf_0_136.jpg, 0
frames/leaf_0_137.jpg, 0
frames/leaf_0_138.jpg, 0
frames/leaf_0_139.jpg, 0
frames/leaf_0_140.jpg, 0
frames/leaf_0_141.jpg, 0
frames/leaf_0_142.jpg, 0
frames/leaf_0_143.jpg, 0
frames/leaf_0_144.jpg, 0
frames/leaf_0_145.jpg, 0
frames/leaf_0_146.jpg, 0
frames/leaf_0_147.jpg, 0
frames/leaf_0_148.jpg, 0
frames/leaf_0_149.jpg, 0
frames/leaf_0_150.jpg, 0
frames/leaf_0_151.jpg, 0
frames/leaf_0_152.jpg, 0
frames/leaf_0_153.jpg, 0
frames/leaf_0_154.jpg, 0
frames/leaf_0_155.jpg, 0
frames/leaf_0_156.jpg, 0
frames/leaf_0_157.jpg, 0
frames/leaf_0_158.jpg, 0
frames/leaf_0_159.jpg, 0
frames/leaf_0_160.jpg, 0
frames/leaf_0_161.jpg, 0
frames/leaf_0_162.jpg, 0
frames/leaf_0_163.jpg, 0
frames/leaf_0_164.jpg, 0
frames/leaf_0_165.jpg, 0
frames/leaf_0_166.jpg, 0
frames/leaf_0_167.jpg, 0
frames/leaf_0_168.jpg, 0
frames/leaf_0_169.jpg, 0
frames/leaf_0_170.jpg, 0
frames/leaf_0_171.jpg, 0
frames/leaf_0_172.jpg, 0
frames/leaf_0_173.jpg, 0
frames/leaf_0_174.jpg, 0
frames/leaf_0_175.jpg, 0
frames/leaf_0_176.jpg, 0
frames/leaf_0_177.jpg, 0
frames/leaf_0_178.jpg, 0
frames/leaf_0_179.jpg, 0
frames/leaf_0_180.jpg, 0
frames/leaf_0_181.jpg, 0
frames/leaf_0_182.jpg, 0
frames/leaf_0_183.jpg, 0
frames/leaf_0_184.jpg, 0
frames/leaf_0_185.jpg, 0
frames/leaf_0_186.jpg, 0
frames/leaf_0_187.jpg, 0
frames/leaf_0_188.jpg, 0
frames/leaf_0_189.jpg, 0
frames/leaf_0_190.jpg, 0
frames/leaf_0_191.jpg, 0
frames/leaf_0_192.jpg, 0
frames/leaf_0_193.jpg, 0
frames/leaf_0_194.jpg, 0
frames/leaf_0_195.jpg, 0
frames/leaf_0_196.jpg, 0
frames/leaf_0_197.jpg, 0
frames/leaf_0_198.jpg, 0
frames/leaf_0_199.jpg, 0
frames/leaf_0_200.jpg, 0
frames/leaf_0_201.jpg, 0
frames/leaf_0_202.jpg, 0
frames/leaf_0_203.jpg, 0
frames/leaf_0_204.jpg, 0
frames/leaf_0_205.jpg, 0
frames/leaf_0_206.jpg, 0
frames/leaf_0_207.jpg, 0
frames/leaf_0_208.jpg, 0
frames/leaf_0_209.jpg, 0
frames/leaf_0_210.jpg, 0
frames/leaf_0_211.jpg, 0
frames/leaf_0_212.jpg, 0
frames/leaf_0_213.jpg, 0
frames/leaf_0_214.jpg, 0
frames/leaf_0_215.jpg, 0
frames/leaf_0_216.jpg, 0
frames/leaf_0_217.jpg, 0
frames/leaf_0_218.jpg, 0
frames/leaf_0_219.jpg, 0
frames/leaf_0_220.jpg, 0
frames/leaf_0_221.jpg, 0
frames/leaf_0_222.jpg, 0
frames/leaf_0_223.jpg, 0
frames/leaf_0_224.jpg, 0
frames/leaf_0_225.jpg, 0
frames/leaf_0_226.jpg, 0
frames/leaf_0_227.jpg, 0
frames/leaf_0_228.jpg, 0
frames/leaf_0_229.jpg, 0
frames/leaf_0_230.jpg, 0
frames/leaf_0_231.jpg, 0
frames/leaf_0_232.jpg, 0
frames/leaf_0_233.jpg, 0
frames/leaf_0_234.jpg, 0
frames/leaf_0_235.jpg, 0
frames/leaf_0_236.jpg, 0
frames/leaf_0_237.jpg, 0
frames/leaf_0_238.jpg, 0
frames/leaf_0_239.jpg, 0
frames/leaf_0_240.jpg, 0
frames/leaf_0_241.jpg, 0
frames/leaf_0_242.jpg, 0
frames/leaf_0_243.jpg, 0
frames/leaf_0_244.jpg, 0
frames/leaf_0_245.jpg, 0
frames/leaf_0_246.jpg, 0
frames/leaf_0_247.jpg, 0
frames/leaf_0_248.jpg, 0
frames/leaf_0_249.jpg, 0
frames/leaf_0_250.jpg, 0
frames/leaf_0_251.jpg, 0
frames/leaf_0_252.jpg, 0
frames/leaf_0_253.jpg, 0
frames/leaf_0_254.jpg, 0
frames/leaf_0_255.jpg, 0
frames/leaf_0_256.jpg, 0
frames/leaf_0_257.jpg, 0
frames/leaf_0_258.jpg, 0
frames/leaf_0_259.jpg, 0
frames/leaf_0_260.jpg, 0
frames/leaf_0_261.jpg, 0
frames/leaf_0_262.jpg, 0
frames/leaf_0_263.jpg, 0
frames/leaf_0_264.jpg, 0
frames/leaf_0_265.jpg, 0
frames/leaf_0_266.jpg, 0
frames/leaf_0_267.jpg, 0
frames/leaf_0_268.jpg, 0
frames/leaf_0_269.jpg, 0
frames/leaf_0_270.jpg, 0
frames/leaf_0_271.jpg, 0
frames/leaf_0_272.jpg, 0
frames/leaf_0_273.jpg, 0
frames/leaf_0_274.jpg, 0
frames/leaf_0_275.jpg, 0
frames/leaf_0_276.jpg, 0
frames/leaf_0_277.jpg, 0
frames/leaf_0_278.jpg, 0
frames/leaf_0_279.jpg, 0
frames/leaf_0_280.jpg, 0
frames/leaf_0_281.jpg, 0
frames/leaf_0_282.jpg, 0
frames/leaf_0_283.jpg, 0
frames/leaf_0_284.jpg, 0
frames/leaf_0_285.jpg, 0
frames/leaf_0_286.jpg, 0
frames/leaf_0_287.jpg, 0
frames/leaf_0_288.jpg, 0
frames/leaf_0_289.jpg, 0
frames/leaf_0_290.jpg, 0
frames/leaf_0_291.jpg, 0
frames/leaf_0_292.jpg, 0
frames/leaf_0_293.jpg, 0
frames/leaf_0_294.jpg, 0
frames/leaf_0_295.jpg, 0
frames/leaf_0_296.jpg, 0
frames/leaf_0_297.jpg, 0
frames/leaf_0_298.jpg, 0
frames/leaf_0_299.jpg, 0
frames/leaf_0_300.jpg, 0
frames/leaf_0_301.jpg, 0
frames/leaf_0_302.jpg, 0
frames/leaf_0_303.jpg, 0
frames/leaf_0_304.jpg, 0
frames/leaf_0_305.jpg, 0
frames/leaf_0_306.jpg, 0
frames/leaf_0_307.jpg, 0
frames/leaf_0_308.jpg, 0
frames/leaf_0_309.jpg, 0
frames/leaf_0_310.jpg, 0
frames/leaf_0_311.jpg, 0
frames/leaf_0_312.jpg, 0
frames/leaf_0_313.jpg, 0
frames/leaf_0_314.jpg, 0
frames/leaf_0_315.jpg, 0
frames/leaf_0_316.jpg, 0
frames/leaf_0_317.jpg, 0
frames/leaf_0_318.jpg, 0
frames/leaf_0_319.jpg, 0
frames/leaf_0_320.jpg, 0
frames/leaf_0_321.jpg, 0
frames/leaf_0_322.jpg, 0
frames/leaf_0_323.jpg, 0
frames/leaf_0_324.jpg, 0
frames/leaf_0_325.jpg, 0
frames/leaf_0_326.jpg, 0
